title,address,city,price,bedroom,bathroom,floors,parking,face,year,views,area,road,road_width,road_type,build_area,posted,amenities,year_missing,road_width_ft,area_sqft,build_area_sqft,price_category
"House For Sale In Imadol, Lalitpur","Near Buddha Party Palace, Imadol, Lalitpur",Lalitpur,16500000,5,3,3.0,0,South,2074.0,635,3.5 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Sq. Feet,11 months ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",1,13.0,1197.875,,High
"Prachanda Chitrakar : Hostel For Rent In Ason, Kathmandu","Thahity, Ason, Kathmandu",Kathmandu,190000150000,0,0,7.0,3,West,1994.0,352,2 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,5500 Sq. Feet,11 months ago,"['Drainage', 'Water Supply']",0,20.0,684.5,5500.0,Premium
"Land For Sale In Gokarneshwor, Kathmandu","Nearby, Baluwa Gaabisa, Gokarneshwor, Kathmandu",Kathmandu,750000,0,0,3.0,0,West,2074.0,375,4 Aana,13 Feet / Soil Stabilized,13 Feet , Soil Stabilized,N/A Sq. Feet,11 months ago,[],1,13.0,1369.0,,Low
"Land For Sale In Lubhu, Lalitpur","Lubhu, Lubhu, Lalitpur",Lalitpur,1250000,0,0,3.0,0,North,2074.0,300,5 Ropani,20 Feet,20 Feet,Unknown,N/A Sq. Feet,11 months ago,[],1,20.0,27380.0,,Low
"House For Sale In Hadigaun, Kathmandu","Hadigaun, Hadigaun, Kathmandu",Kathmandu,25000000,0,0,4.0,0,West,2074.0,323,3 Aana,13 Feet,13 Feet,Unknown,N/A Sq. Feet,11 months ago,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",1,13.0,1026.75,,High
"House For Sale In Sukedhara, Kathmandu","Sukedhara, Sukedhara, Kathmandu",Kathmandu,31800000,10,0,3.0,0,East,2074.0,473,5.1 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,N/A Sq. Feet,11 months ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",1,14.0,1745.475,,Premium
"Land For Sale In Hattigauda, Kathmandu","Hattigauda, Hattigauda, Kathmandu",Kathmandu,2500000,0,0,3.0,0,South,2074.0,346,9 Aana,15 Feet / Soil Stabilized,15 Feet , Soil Stabilized,N/A Sq. Feet,11 months ago,[],1,15.0,3080.25,,Medium
"House For Sale In Sukedhara, Kathmandu","Sukedhara, Sukedhara, Kathmandu",Kathmandu,27500000,0,0,3.0,0,North,2074.0,351,4 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Sq. Feet,11 months ago,[],1,13.0,1369.0,,Premium
"Land : Land For Sale In Joranku, Kathmandu","Tarkeshwor Municipality, Joranku, Kathmandu",Kathmandu,84000002100000,0,0,3.0,0,East,2074.0,208,4 Aana,10 Feet / Gravelled,10 Feet , Gravelled,N/A Aana,11 months ago,[],1,10.0,1369.0,,Premium
"6 Aana 4 Kune Plating Jagga : Land For Sale In Lalitpur, Lalitpur","Jharuwarashi, Lalitpur, Lalitpur",Lalitpur,78000001300000,0,0,3.0,0,East,2074.0,414,0-6-0-0 Aana,20 Feet,20 Feet,Unknown,0-6-0-0 Aana,11 months ago,[],1,20.0,2053.5,2053.5,Premium
"House For Sale In Tokha, Kathmandu","Greenland Chowk, Tokha, Kathmandu",Kathmandu,26000000,0,0,3.0,0,West,2074.0,309,4.1 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Sq. Feet,11 months ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",1,15.0,1403.225,,High
"Business For Sale In Pepsicola, Kathmandu","Nearby, Sunsite, Pepsicola, Kathmandu",Kathmandu,800000,0,0,3.0,0,West,2074.0,216,600 Sq. Feet,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Sq. Feet,11 months ago,[],1,15.0,600.0,,Low
"House For Sale In Satungal, Kathmandu","Satungal, Satungal, Kathmandu",Kathmandu,9500000,4,0,3.0,0,South,2074.0,595,4 Aana,15 Feet / Soil Stabilized,15 Feet , Soil Stabilized,N/A Sq. Feet,11 months ago,"['TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",1,15.0,1369.0,,High
"House For Sale In Kapan, Kathmandu","Aakashaydhara, Kapan, Kathmandu",Kathmandu,15000000,0,0,3.0,0,West,2074.0,329,3 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Sq. Feet,11 months ago,"['Garden', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",1,13.0,1026.75,,High
"House For Rent In Budhanilkantha, Kathmandu","italittar, Budhanilkantha, Kathmandu",Kathmandu,43000,4,3,3.0,0,West,2074.0,399,2000 Sq. Feet,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Sq. Feet,11 months ago,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",1,15.0,2000.0,,Low
"2 Commerical House Sale In Naxal : House For Sale In Naxal, Kathmandu","naxal main road , next to NMB Bank, Naxal, Kathmandu",Kathmandu,150000000,0,0,3.5,0,North,2065.0,372,0-6-2-0 Aana,20 Feet,20 Feet,Unknown,4000 Sq. Feet,11 months ago,"['Garage', 'Garden', 'Water Supply', 'TV Cable', 'Water Well', 'Drainage', 'Water Tank']",0,20.0,2224.625,4000.0,Premium
"House For Sale In Budhanilkantha, Kathmandu","Hepali Height, Budhanilkantha, Kathmandu",Kathmandu,42500000,5,4,3.0,0,South West,2074.0,2.9K,5.5 Aana,20 Feet,20 Feet,Unknown,N/A Sq. Feet,11 months ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",1,20.0,1882.375,,Premium
"Flat For Rent In Hattiban, Lalitpur","Nearby, Cancer Hospital, Hattiban, Lalitpur",Lalitpur,30000,0,0,3.0,0,North,2074.0,885,800 Sq. Feet,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Sq. Feet,11 months ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",1,15.0,800.0,,Low
"Land For Sale In Suryabinayak, Bhaktapur","Suryabinayak, Suryabinayak, Bhaktapur",Bhaktapur,1675000,0,0,3.0,0,East,2074.0,306,0-4-0-2 Aana,31 Feet,31 Feet,Unknown,N/A Sq. Feet,11 months ago,[],1,31.0,1411.78125,,Medium
"Business For Sale In Kalimati, Kathmandu","Nearby Solti Hotel, Kalimati, Kathmandu",Kathmandu,6000000,0,0,3.0,0,West,2074.0,214,700 Sq. Feet,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Sq. Feet,11 months ago,[],1,15.0,700.0,,Medium
"House For Sale In Tokha, Kathmandu","Mahadevtar, Tokha, Kathmandu",Kathmandu,60000000,0,0,3.0,3,East,2074.0,242,9 Aana,13 Feet,13 Feet,Unknown,N/A Sq. Feet,11 months ago,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",1,13.0,3080.25,,Premium
"House For Sale In Tahachal, Kathmandu","Tahachal, Kathmandu, Tahachal, Kathmandu",Kathmandu,40000000,0,0,2.5,0,West,2074.0,354,6.1 Aana,20 Feet / Paved,20 Feet , Paved,3.5 Aana,11 months ago,[],1,20.0,2087.725,1197.875,Premium
"Bafal Kohinoor Housing Colony : House For Sale In Kalimati, Kathmandu","Purano Kalimati, Kalimati, Kathmandu",Kathmandu,29500000,0,0,3.0,0,East,2074.0,430,0-3-3-0 Aana,0 Feet,0 Feet,Unknown,N/A Aana,11 months ago,[],1,0.0,1283.4375,,Premium
"House For Sale In Sukedhara, Kathmandu","Sukedhara, Sukedhara, Kathmandu",Kathmandu,19000000,3,2,2.0,0,South West,2074.0,1.1K,3.1 Aana,24 Feet / Blacktopped,24 Feet , Blacktopped,N/A Sq. Feet,11 months ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",1,24.0,1060.9750000000001,,High
"Land For Sale In Thapathali, Kathmandu","Behind Rastra Bank, Thapathali, Kathmandu",Kathmandu,7500000,0,0,3.0,0,East,2074.0,282,12.5 Aana,18 Feet / Gravelled,18 Feet , Gravelled,N/A Sq. Feet,11 months ago,[],1,18.0,4278.125,,Medium
"House For Sale In Basundhara, Kathmandu","Basundhara, Basundhara, Kathmandu",Kathmandu,32500000,4,3,3.0,0,North West,2074.0,335,5.5 Aana,16 Feet / Gravelled,16 Feet , Gravelled,N/A Sq. Feet,11 months ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",1,16.0,1882.375,,Premium
"House For Sale In Bhaisepati, Lalitpur","Gokul Aawas, Bhaisepati, Lalitpur",Lalitpur,44500000,5,5,3.0,0,North,2074.0,641,6.5 Aana,16 Feet / Gravelled,16 Feet , Gravelled,N/A Sq. Feet,11 months ago,[],1,16.0,2224.625,,Premium
"House For Sale In Hattigauda, Kathmandu","Hattigauda, Hattigauda, Kathmandu",Kathmandu,32000000,5,4,3.0,0,South,2074.0,301,5 Aana,15 Feet / Gravelled,15 Feet , Gravelled,N/A Sq. Feet,11 months ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",1,15.0,1711.25,,Premium
"House For Sale In Basundhara, Kathmandu","Basundhara, Basundhara, Kathmandu",Kathmandu,26000000,5,3,3.0,0,East,2074.0,3.4K,4.3 Aana,12 Feet / Blacktopped,12 Feet , Blacktopped,N/A Sq. Feet,11 months ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",1,12.0,1471.675,,High
"Land For Sale In Hattigauda, Kathmandu","Hattigauda, Hattigauda, Kathmandu",Kathmandu,2800000,0,0,3.0,0,West,2074.0,276,18 Aana,15 Feet / Soil Stabilized,15 Feet , Soil Stabilized,N/A Sq. Feet,11 months ago,[],1,15.0,6160.5,,Medium
"House For Sale In Nagdhunga, Kathmandu","Nagdhunga, Nagdhunga, Kathmandu",Kathmandu,9500000,4,2,2.0,0,West,2074.0,460,3.2 Aana,15 Feet / Soil Stabilized,15 Feet , Soil Stabilized,N/A Sq. Feet,11 months ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",1,15.0,1095.2,,High
"Land For Sale In Dakshinkali, Kathmandu","Farsidol, Dakshinkali, Kathmandu",Kathmandu,400000,0,0,3.0,0,East,2074.0,341,16 Aana,0 Feet,0 Feet,Unknown,N/A Aana,11 months ago,[],1,0.0,5476.0,,Low
"House For Sale In Sitapaila, Kathmandu","Sitapaila, Sitapaila, Kathmandu",Kathmandu,25000000,6,4,3.0,0,North,2074.0,636,5 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Sq. Feet,11 months ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",1,13.0,1711.25,,High
"House For Sale In Thankot, Kathmandu","Near by kalikasthan temple, Thankot, Kathmandu",Kathmandu,17500000,5,2,3.0,0,South,2074.0,344,4 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,N/A Sq. Feet,11 months ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",1,16.0,1369.0,,High
"House For Rent In Chabahil, Kathmandu","Bulbule, Chabahil, Kathmandu",Kathmandu,100000,1,1,4.0,1,West,2070.0,458,4 Aana,16 Feet,16 Feet,Unknown,3.5 Aana,11 months ago,"['Garage', 'Balcony', 'Fencing', 'Garden', 'Drainage', 'Water Supply', 'TV Cable', 'Water Tank']",0,16.0,1369.0,1197.875,Low
"Flat For Rent In Sanepa, Lalitpur","sanepa, Sanepa, Lalitpur",Lalitpur,19900,2,1,3.0,1,East,2074.0,586,00 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,N/A Aana,11 months ago,['Water Supply'],1,20.0,0.0,,Low
"Darkroom : Business For Sale In Kupondole, Lalitpur","Kupondole, Kupondole, Lalitpur",Lalitpur,2200000,0,1,4.0,10,East,2074.0,195,1000 Sq. Feet,14 Feet / Paved,14 Feet , Paved,1000 Sq. Feet,11 months ago,[],1,14.0,1000.0,1000.0,Medium
"House For Sale In Syuchatar, Kathmandu","Nagarjun, Syuchatar, Kathmandu",Kathmandu,40000000,0,0,3.0,0,South,2074.0,413,20 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,N/A Sq. Feet,11 months ago,"['Balcony', 'Garden', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",1,16.0,6845.0,,Premium
"Business For Sale In Machha Pokhari, Kathmandu","Opp. to Machapokhari Complex, Machha Pokhari, Kathmandu",Kathmandu,1800000,0,0,3.0,0,North,2074.0,211,300 Sq. Feet,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Sq. Feet,11 months ago,[],1,13.0,300.0,,Medium
"House For Sale In Goldhunga, Kathmandu","Nearby, Rangasala, Goldhunga, Kathmandu",Kathmandu,6500000,3,1,1.0,0,West,2074.0,608,2.5 Aana,10 Feet / Soil Stabilized,10 Feet , Soil Stabilized,N/A Sq. Feet,11 months ago,"['TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",1,10.0,855.625,,Medium
"Land For Sale In Swayambhu, Kathmandu","Swayambhu, Swayambhu, Kathmandu",Kathmandu,850000,0,0,3.0,0,South,2074.0,639,4.3 Aana,13 Feet / Soil Stabilized,13 Feet , Soil Stabilized,N/A Sq. Feet,11 months ago,[],1,13.0,1471.675,,Low
"Land : Land For Sale In Dakshinkali, Kathmandu","Chalnakhel, dakshinkali-1, Dakshinkali, Kathmandu",Kathmandu,1350000,0,0,3.0,0,East,2074.0,230,12 Aana,14 Feet,14 Feet,Unknown,N/A Aana,11 months ago,['Water Supply'],1,14.0,4107.0,,Medium
"House : House For Sale In Kadaghari, Kathmandu","Kadaghari.pepsicola, Kadaghari, Kathmandu",Kathmandu,12500000,3,1,1.0,1,North East,2074.0,496,3 Aana,13 Feet / Gravelled,13 Feet , Gravelled,3 Aana,11 months ago,[],0,13.0,1026.75,1026.75,High
"2BHK Flat : Flat For Rent In Mulpani, Kathmandu","Dumadevi Mandir, Mulpani, Mulpani, Kathmandu",Kathmandu,14999,2,1,3.0,3,West,2075.0,459,4 Aana,8 Feet / Soil Stabilized,8 Feet , Soil Stabilized,N/A Aana,11 months ago,[],0,8.0,1369.0,,Low
"Devi Bhandari : House For Sale In Samakhusi, Kathmandu","samakhushi, Samakhusi, Kathmandu",Kathmandu,130000004000000,2,1,1.0,1,South,2071.0,350,0-2 -0-2 Aana,10 Feet / Soil Stabilized,10 Feet , Soil Stabilized,0-2-0-2 Aana,11 months ago,"['Water Well', 'Water Tank', 'Water Supply', 'Drainage']",0,10.0,727.28125,727.28125,Premium
"Land For Sale In Sankhamul, Kathmandu","Ganesh Marga, Sankhamul, Kathmandu",Kathmandu,6000000,0,0,3.0,0,East,2074.0,4K,4.5 Aana,13 Feet,13 Feet,Unknown,N/A Aana,11 months ago,[],1,13.0,1540.125,,Medium
"House On Sale : House For Sale In Maharajgunj, Kathmandu","Chapal kharkhana, Maharajgunj, Kathmandu",Kathmandu,70000000,7,5,3.0,8,East,2059.0,828,15 Aana,12 Feet / Blacktopped,12 Feet , Blacktopped,6 Aana,11 months ago,"['Lawn', 'Backyard', 'Balcony', 'Garden', 'Water Supply', 'Solar Water', 'Water Tank']",0,12.0,5133.75,2053.5,Premium
"Chitwan Ghaderi : Land For Sale In Bharatpur, Chitwan","14, Bharatpur, Chitwan",Chitwan,3800000,0,0,3.0,0,West,2074.0,493,1 Kattha,9 Meter / Blacktopped,9 Meter , Blacktopped,1 Kattha,11 months ago,[],1,29.52756,3645.0,3645.0,Medium
"Business For Sale In Gatthaghar, Bhaktapur","Nearby Siddhartha School, Gatthaghar, Bhaktapur",Bhaktapur,1700000,0,0,3.0,0,North,2074.0,232,800 Sq. Feet,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Sq. Feet,11 months ago,[],1,13.0,800.0,,Medium
"House For Sale In Imadol, Lalitpur","Near Pawan Prakriti School, Imadol, Lalitpur",Lalitpur,14200000,2,1,1.0,4,East,2074.0,531,3.5 Aana,20 Feet / Gravelled,20 Feet , Gravelled,N/A Aana,11 months ago,[],0,20.0,1197.875,,High
"Business For Sale In Jorpati, Kathmandu","Jorpati Chowk, Jorpati, Kathmandu",Kathmandu,1300000,0,0,3.0,0,South,2074.0,194,600 Sq. Feet,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Sq. Feet,11 months ago,[],1,15.0,600.0,,Low
"Business For Sale In Koteshwor, Kathmandu","Nearby Mahadevsthan Mandir, Koteshwor, Kathmandu",Kathmandu,1000000,0,0,3.0,0,North,2074.0,174,700 Sq. Feet,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Sq. Feet,11 months ago,[],1,13.0,700.0,,Low
"Land On Sale At Budhanilkantha : Land For Sale In Budhanilkantha, Kathmandu","Jyotinagar, Budhanilkantha, Kathmandu",Kathmandu,2500000,0,0,3.0,0,East,2074.0,1.4K,0-4-2-0 Aana,20 Feet / Gravelled,20 Feet , Gravelled,N/A Sq. Feet,11 months ago,[],1,20.0,1540.125,,Medium
"Land At Jyotinagar : Land For Sale In Budhanilkantha, Kathmandu","Jyotinagar, Budhanilkantha, Kathmandu",Kathmandu,2800000,0,0,3.0,0,North East,2074.0,282,0-4-3-2 Aana,13 Feet / Paved,13 Feet , Paved,N/A Sq. Feet,11 months ago,[],1,13.0,1668.46875,,Medium
"Land For Sale In Thecho, Lalitpur","Thecho, Thecho, Lalitpur",Lalitpur,1400000,0,0,3.0,0,South,2074.0,283,7 Aana,23 Feet,23 Feet,Unknown,N/A Sq. Feet,11 months ago,[],1,23.0,2395.75,,Medium
"House For Sale In Samakhusi, Kathmandu","Samakhusi, Samakhusi, Kathmandu",Kathmandu,55000000,0,0,3.0,0,East,2074.0,307,8 Sq. Feet,13 Feet,13 Feet,Unknown,N/A Sq. Feet,11 months ago,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",1,13.0,8.0,,Premium
"Sitapila : Land For Sale In Sitapaila, Kathmandu","Sitapila, Sitapaila, Kathmandu",Kathmandu,216000002700000,0,0,3.0,0,East,2074.0,405,0-8-1-0 Aana,12 Feet / Paved,12 Feet , Paved,2738 Sq. Feet,11 months ago,[],1,12.0,2823.5625,2738.0,Premium
"House For Sale In Lazimpat, Kathmandu","Lazimpat, Lazimpat, Kathmandu",Kathmandu,30000000,0,0,3.0,0,South East,2074.0,550,6 Aana,10 Feet,10 Feet,Unknown,N/A Sq. Feet,11 months ago,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",1,10.0,2053.5,,Premium
"New Ghar Bikarima Kapan Ekatabasti : House For Sale In Budhanilkantha, Kathmandu","Kapan, Budhanilkantha, Kathmandu",Kathmandu,12800000,2,1,1.0,2,West,2075.0,630,3.2 Aana,12 Feet / Gravelled,12 Feet , Gravelled,3.1 Aana,11 months ago,"['Water Supply', 'Garden', 'Modular Kitchen', 'TV Cable', 'Water Tank']",0,12.0,1095.2,1060.9750000000001,High
"House For Sale In Manamaiju, Kathmandu","Manamaiju, Manamaiju, Kathmandu",Kathmandu,25000000,0,0,3.0,0,West,2074.0,420,5.5 Aana,13 Feet,13 Feet,Unknown,N/A Sq. Feet,11 months ago,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",1,13.0,1882.375,,High
"House For Sale In Gongabu, Kathmandu","Nearby Indraini Bridge, Gongabu, Kathmandu",Kathmandu,12500000,0,0,1.0,1,East,2074.0,517,3.25 Aana,10 Feet,10 Feet,Unknown,N/A Sq. Feet,11 months ago,"['TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",1,10.0,1112.3125,,High
"Land For Sale In Gongabu, Kathmandu","New Buspark, Gongabu, Kathmandu",Kathmandu,4500000,0,0,3.0,0,North West,2074.0,197,5 Aana,15 Feet,15 Feet,Unknown,N/A Sq. Feet,11 months ago,[],1,15.0,1711.25,,Medium
"House For Sale In Dhungedhara, Kathmandu","Dhungedhara, Dhungedhara, Kathmandu",Kathmandu,23000000,0,0,3.0,0,South,2074.0,2.3K,4 Aana,12 Feet,12 Feet,Unknown,N/A Sq. Feet,11 months ago,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",1,12.0,1369.0,,High
"House For Sale In Chandol, Kathmandu","Chandol, Chandol, Kathmandu",Kathmandu,15000000,0,0,3.0,0,South East,2074.0,354,2 Aana,20 Feet,20 Feet,Unknown,N/A Sq. Feet,11 months ago,"['Drainage', 'Water Tank']",1,20.0,684.5,,High
"Land For Sale In Kapan, Kathmandu","Chunikhel, Kapan, Kathmandu",Kathmandu,1600000,0,0,3.0,0,South,2074.0,346,0-18-0-2 Aana,20 Feet,20 Feet,Unknown,N/A Sq. Feet,11 months ago,[],1,20.0,6203.28125,,Medium
"House For Sale In Budhanilkantha, Kathmandu","Chappali Bhadrakali, Budhanilkantha, Kathmandu",Kathmandu,25000000,0,0,3.0,1,South East,2074.0,520,4 Aana,13 Feet,13 Feet,Unknown,N/A Sq. Feet,11 months ago,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",1,13.0,1369.0,,High
"Land For Sale In Fulbari, Pokhara","Fulbari, Near to Ward 11 office, Fulbari, Pokhara",Pokhara,2300000,0,0,3.0,0,South,2074.0,515,5 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,N/A Sq. Feet,11 months ago,[],1,15.0,1711.25,,Medium
"Hotel Rupa Begnas Lake Inn : House For Sale In Lekhnath, Pokhara","Begnas lake, Lekhnath, Pokhara",Pokhara,2000000025,9,10,3.0,3,North,2074.0,439,0-4-0-0 Aana,20 Feet / Gravelled,20 Feet , Gravelled,0-2-3-0 Aana,11 months ago,"['Garage', 'Backyard', 'Balcony', 'Frontyard', 'Garden', 'Microwave', 'TV Cable', 'Washing Machine', 'Wifi', 'Water Supply', 'Solar Water']",0,20.0,1369.0,941.1875,Premium
"Land For Sale In Balaju, Kathmandu","Balaju Bypass, Balaju, Kathmandu",Kathmandu,4500000,0,0,3.0,0,West,2074.0,310,0-9-2-1 Aana,16 Feet,16 Feet,Unknown,N/A Sq. Feet,11 months ago,[],1,16.0,3272.765625,,Medium
"House For Sale In Jorpati, Kathmandu","Besigaun, Jorpati, Kathmandu",Kathmandu,39000000,9,4,5.0,0,East,2074.0,295,3 Aana,11 Meter,11 Meter,Unknown,N/A Sq. Feet,11 months ago,"['Balcony', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well']",1,36.08924,1026.75,,Premium
"Beautiful Land Sale On Radhe Radhe Bhaktapur : Land For Sale In Bhaktapur, Bhaktapur","Bhaktapur, Bhaktapur, Bhaktapur",Bhaktapur,140000003500000,0,0,3.0,0,South,2076.0,515,0-4-0-0 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Aana,11 months ago,[],0,13.0,1369.0,,Premium
"Land For Sale In Bharatpur, Chitwan","Krishi Chowk, Bharatpur, Chitwan",Chitwan,1300000,0,0,3.0,0,North,2074.0,780,4 Kattha,10 Feet / Soil Stabilized,10 Feet , Soil Stabilized,N/A Kattha,11 months ago,[],1,10.0,14580.0,,Low
"Land For Sale In Gokarneshwor, Kathmandu","Suntakhan, Gokarneshwor, Kathmandu",Kathmandu,950000,0,0,3.0,0,West,2074.0,261,1-0-0-3 Ropani,32 Feet / Soil Stabilized,32 Feet , Soil Stabilized,N/A Sq. Feet,11 months ago,[],1,32.0,5540.171875,,Low
"Land For Sale In Gokarneshwor, Kathmandu","Nearby, Nayapati Gumba, Gokarneshwor, Kathmandu",Kathmandu,1650000,0,0,3.0,0,North,2074.0,435,5.2 Aana,20 Feet / Soil Stabilized,20 Feet , Soil Stabilized,N/A Sq. Feet,11 months ago,[],1,20.0,1779.7,,Medium
"House For Sale In Nakhipot, Lalitpur","Milan Chowk, Nakhipot, Lalitpur",Lalitpur,20500000,0,0,3.0,0,South,2074.0,694,4 Aana,10 Feet / Gravelled,10 Feet , Gravelled,N/A Sq. Feet,11 months ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",1,10.0,1369.0,,High
"Land For Sale In Jorpati, Kathmandu","Chamunda Mandir, Jorpati, Kathmandu",Kathmandu,2100000,0,0,3.0,0,North,2074.0,281,4.2 Aana,13 Feet / Soil Stabilized,13 Feet , Soil Stabilized,N/A Sq. Feet,11 months ago,[],1,13.0,1437.45,,Medium
"Land For Sale In Jorpati, Kathmandu","Aarubot, Jorpati, Kathmandu",Kathmandu,2100000,0,0,3.0,0,South,2074.0,382,4 Aana,13 Feet / Gravelled,13 Feet , Gravelled,N/A Sq. Feet,11 months ago,[],1,13.0,1369.0,,Medium
"Under Construction House On Sale : House For Sale In Budhanilkantha, Kathmandu","Jyotinagar, Budhanilkantha, Kathmandu",Kathmandu,27500000,10,3,3.0,2,South,2076.0,1.3K,0-4-1-0 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Sq. Feet,11 months ago,"['Garage', 'Backyard', 'Fencing', 'Frontyard', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply']",0,13.0,1454.5625,,Premium
"Land For Sale In Thali, Kathmandu","Near by Shanti Batika., Thali, Kathmandu",Kathmandu,1650000,0,0,3.0,0,South,2074.0,219,4 Aana,13 Feet / Soil Stabilized,13 Feet , Soil Stabilized,N/A Sq. Feet,11 months ago,[],1,13.0,1369.0,,Medium
"House For Sale In Balkhu, Kathmandu","Brihat Cluster, Balkhu, Kathmandu",Kathmandu,22835000,4,3,3.0,0,West,2074.0,819,0-3-1-2 Sq. Feet,20 Feet,20 Feet,Unknown,1650 Sq. Feet,11 months ago,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",1,20.0,1155.09375,1650.0,High
"House For Sale In Jorpati, Kathmandu","Narayantar, Jorpati, Kathmandu",Kathmandu,16500000,9,3,3.0,0,South West,2074.0,614,3 Aana,10 Feet / Gravelled,10 Feet , Gravelled,N/A Sq. Feet,11 months ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",1,10.0,1026.75,,High
"Land For Sale In Budhanilkantha, Kathmandu","Nearby, Panchkanyaa School, Budhanilkantha, Kathmandu",Kathmandu,2100000,0,0,3.0,0,North,2074.0,328,4 Aana,13 Feet / Soil Stabilized,13 Feet , Soil Stabilized,N/A Sq. Feet,11 months ago,[],1,13.0,1369.0,,Medium
"Land For Sale In Tokha, Kathmandu","Nearby, Manakamana Mandir, Tokha, Kathmandu",Kathmandu,1600000,0,0,3.0,0,North,2074.0,261,4 Aana,12 Feet / Gravelled,12 Feet , Gravelled,N/A Sq. Feet,11 months ago,[],1,12.0,1369.0,,Medium
"Land For Sale In Lele, Lalitpur","Lele, Lele, Lalitpur",Lalitpur,600000,0,0,3.0,0,South East,2074.0,288,37 Aana,15 Feet / Soil Stabilized,15 Feet , Soil Stabilized,N/A Sq. Feet,11 months ago,[],1,15.0,12663.25,,Low
"Newly Constructed House : House For Sale In Budhanilkantha, Kathmandu","Jyotinagar, Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,32000000,5,4,3.0,2,South East,2076.0,4K,0-5-1-0 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,N/A Sq. Feet,11 months ago,"['Garage', 'Backyard', 'Balcony', 'Deck', 'Fencing', 'Frontyard', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Well']",0,13.0,1796.8125,,Premium
